id,Age,AnnualIncome,ExperienceYears,EducationLevel,EmploymentStatus,TrainingHours,CertificationsCompleted,PolicySales,CustomerInteractions,LeadConversions,ClientRetentionRate,CustomerFeedbackScore,Region,WorkHoursPerWeek,CommissionEarned,PolicyTypesSold,AverageResponseTime,CompetitorExperience,CompanyTrainingParticipation,ConfidenceScore
10708,50,85252,13,Bachelor,Employed,29,5,191,668,237,0.78,0.129,South,41,11134,3,9.32,1,0,High
10709,52,149854,10,Bachelor,Unemployed,182,7,178,344,74,0.67,0.866,West,24,14663,3,5.82,1,1,High
10710,62,116580,36,Bachelor,Unemployed,109,6,20,855,91,0.77,0.88,North,51,19425,4,6.06,0,0,High
10711,51,35334,16,High School,Unemployed,55,9,106,347,181,0.5,0.246,North,21,13946,1,6.95,1,1,High
10712,43,123856,7,Master,Employed,126,1,185,777,111,0.85,0.292,South,30,6764,3,9.24,1,0,High
10713,42,126795,32,High School,Employed,27,1,79,387,51,0.63,0.58,East,20,2894,1,4.23,0,1,Low
10714,33,87977,25,Bachelor,Unemployed,106,4,174,118,97,0.62,0.294,West,21,5264,1,5.47,0,1,High
10715,32,25789,26,Bachelor,Unemployed,155,2,138,340,99,0.62,0.291,West,27,14861,2,7.04,0,0,Low
10716,23,58941,36,Doctorate,Employed,43,0,188,839,262,0.66,0.462,South,53,15388,1,3.89,1,1,Low
10717,62,25552,28,Master,Employed,88,9,199,502,150,0.83,0.609,South,32,4876,2,1.11,1,0,High
10718,23,44806,12,Doctorate,Unemployed,140,2,98,660,28,0.81,0.124,South,36,9913,2,4.41,1,1,Low
10719,55,61979,26,Doctorate,Unemployed,81,6,109,159,274,0.8,0.891,North,34,13787,1,7.76,0,0,Low
10720,24,33823,4,Doctorate,Employed,148,9,133,862,42,0.65,0.751,West,43,11680,4,8.27,1,0,High
10721,37,56980,23,Master,Unemployed,183,8,155,695,45,0.87,0.179,West,26,17634,3,1.07,1,1,High
10722,25,139957,24,Bachelor,Employed,179,3,169,629,38,0.99,0.618,East,48,17091,4,7.13,1,1,Low
10723,44,25860,31,Master,Employed,26,7,179,552,72,0.81,0.219,West,46,6775,1,1.04,0,1,High
10724,41,25290,30,Doctorate,Employed,56,5,10,402,206,0.77,0.716,South,22,4290,4,7.92,0,1,High
10725,46,67417,3,Doctorate,Employed,39,3,197,918,170,0.59,0.275,South,37,8419,1,9.91,1,1,High
10726,51,104880,16,Master,Unemployed,180,2,167,222,95,0.54,0.312,South,51,13733,2,9.4,0,1,Low
10727,39,30870,34,High School,Employed,145,4,157,275,195,0.61,0.859,West,55,16577,1,8.29,0,0,High
10728,63,58397,38,High School,Unemployed,49,2,183,122,290,0.74,0.38,West,44,14157,2,4.53,1,0,High
10729,32,130311,28,Bachelor,Unemployed,157,7,76,923,43,0.64,0.852,South,23,14869,4,2.05,1,0,High
10730,50,41186,7,Bachelor,Employed,85,5,98,256,181,0.99,0.783,South,45,3587,4,5.21,1,0,High
10731,38,129247,8,Doctorate,Unemployed,94,5,133,354,92,0.81,0.388,West,58,10798,1,6.52,1,1,Low
10732,47,140162,7,Doctorate,Unemployed,165,6,48,741,252,0.67,0.721,East,23,9633,3,8.96,0,0,Low
10733,44,122801,37,Master,Unemployed,37,6,160,901,23,0.87,0.107,North,40,10801,1,9.86,1,1,High
10734,41,46016,7,High School,Unemployed,68,7,138,227,161,0.61,0.616,North,35,14045,4,6.64,1,1,High
10735,23,94616,18,Bachelor,Unemployed,199,4,64,235,293,0.96,0.845,West,24,17693,4,7.47,0,1,High
10736,45,103508,39,Master,Employed,89,4,154,960,219,0.74,0.86,West,49,17234,4,9.33,1,1,High
10737,52,92296,21,Bachelor,Unemployed,83,5,157,562,214,0.76,0.658,East,40,5331,3,1.02,1,1,Low
10738,48,36274,34,Master,Unemployed,191,3,173,507,43,0.61,0.417,North,53,6628,2,2.05,1,0,High
10739,23,128012,27,Doctorate,Employed,16,1,25,374,169,0.51,0.975,North,25,10482,1,8.79,1,1,High
10740,35,48304,8,Bachelor,Employed,77,1,155,620,145,1.0,0.991,North,51,9246,2,4.55,0,1,High
10741,25,102702,34,Doctorate,Unemployed,33,1,104,219,39,0.88,0.122,East,47,10575,1,5.54,1,1,Low
10742,34,93934,18,Bachelor,Employed,107,1,159,258,279,0.89,0.244,South,35,4871,3,6.0,1,1,High
10743,57,121161,12,Master,Employed,50,4,11,190,81,0.67,0.978,East,34,5715,4,9.43,0,0,High
10744,56,72698,22,Master,Unemployed,63,1,118,671,88,0.8,0.994,East,27,6555,3,8.18,0,1,High
10745,29,101051,22,Bachelor,Unemployed,23,6,85,885,227,0.69,0.95,West,30,11596,2,3.62,1,0,Low
10746,23,39705,8,Doctorate,Unemployed,181,3,143,421,35,0.51,0.17,North,24,4451,3,2.13,0,1,High
10747,27,61329,28,Doctorate,Unemployed,58,9,70,837,22,0.9,0.69,West,42,9476,1,1.41,0,1,Low
10748,52,84736,32,Master,Unemployed,72,4,179,854,224,0.5,0.159,East,23,2451,4,2.28,1,0,High
10749,31,77996,11,Master,Unemployed,54,1,99,128,294,0.77,0.526,West,47,1745,2,1.37,0,0,Low
10750,42,35607,21,Bachelor,Employed,81,0,129,99,26,0.76,0.98,West,50,3447,1,5.06,0,1,High
10751,63,77956,26,Doctorate,Unemployed,115,8,93,724,232,0.68,0.88,West,30,19770,2,1.6,1,1,High
10752,31,55006,14,Bachelor,Employed,16,5,155,72,135,0.51,0.214,South,58,10134,3,1.29,1,1,Low
10753,44,103554,15,High School,Unemployed,12,4,189,400,134,0.81,0.588,North,20,11973,3,7.26,1,1,High
10754,24,100352,14,Doctorate,Unemployed,97,4,156,128,205,0.85,0.227,West,55,19158,1,8.05,1,0,High
10755,53,141196,12,Doctorate,Employed,184,1,121,192,158,0.5,0.236,South,56,13754,1,7.23,1,1,High
10756,41,45494,36,Bachelor,Employed,198,7,104,77,191,0.66,0.213,East,39,18261,2,8.85,0,0,High
10757,31,46237,3,High School,Employed,39,3,55,411,261,0.77,0.187,North,27,2747,3,9.58,0,1,Low
10758,50,97367,7,Bachelor,Unemployed,14,3,24,317,129,0.99,0.284,South,54,3761,3,9.1,0,1,Low
10759,62,65963,39,High School,Employed,113,7,92,925,57,0.78,0.925,North,35,8098,2,2.66,0,0,High
10760,55,55541,1,Bachelor,Employed,122,3,40,778,84,0.91,0.422,South,22,3134,1,6.65,0,1,High
10761,58,28447,39,Doctorate,Unemployed,16,0,132,175,47,0.72,0.868,South,51,4202,2,8.04,0,0,Low
10762,41,136984,25,Bachelor,Unemployed,176,3,189,337,150,0.52,0.134,West,29,6018,1,3.07,1,0,High
10763,29,96120,31,Doctorate,Employed,139,9,116,406,171,0.66,0.629,South,37,13308,4,3.35,1,1,Low
10764,28,52156,22,High School,Unemployed,180,0,189,822,260,0.72,0.622,West,50,2930,2,4.32,0,1,High
10765,27,61559,10,Bachelor,Employed,149,5,118,618,35,0.75,0.929,West,28,13241,3,3.57,0,1,High
10766,32,46465,18,Master,Unemployed,37,1,123,336,50,0.63,0.223,North,42,7908,3,9.8,1,0,Low
10767,39,67120,13,Bachelor,Employed,117,8,104,976,261,0.72,0.781,East,31,8915,4,7.55,0,1,High
10768,63,107753,8,Master,Employed,156,9,132,793,133,0.7,0.81,North,57,2571,3,9.86,0,0,High
10769,50,138002,9,Bachelor,Unemployed,37,3,67,845,50,0.58,0.572,South,59,13471,3,7.83,0,1,High
10770,46,35190,15,Bachelor,Unemployed,108,7,164,894,82,0.86,0.304,West,35,7699,1,8.83,1,1,High
10771,42,88394,8,High School,Employed,85,1,125,345,27,0.67,0.409,South,50,4514,2,1.2,0,1,High
10772,24,30335,33,Bachelor,Employed,101,4,67,358,52,0.66,0.582,West,49,16027,4,4.22,1,1,High
10773,39,79639,35,Bachelor,Unemployed,156,7,31,845,194,0.54,0.542,North,25,3842,4,1.7,0,0,High
10774,45,96796,19,Doctorate,Employed,73,0,13,597,140,0.96,0.73,South,41,16887,4,3.91,1,0,High
10775,59,50778,30,Master,Unemployed,100,5,89,382,9,0.83,0.331,South,57,18246,2,9.36,0,1,High
10776,31,106141,9,Bachelor,Employed,126,1,190,164,298,0.87,0.367,West,40,8020,4,9.97,1,1,High
10777,48,43559,19,Master,Unemployed,146,4,123,427,252,0.85,0.914,South,40,4876,1,7.47,0,1,Low
10778,33,67341,26,Bachelor,Employed,178,0,199,667,136,0.58,0.767,East,24,7446,4,1.43,1,0,Low
10779,28,45557,1,Bachelor,Unemployed,59,3,29,469,171,0.56,0.42,West,31,19131,3,1.19,1,0,Low
10780,38,126092,3,Doctorate,Unemployed,19,2,170,676,268,0.97,0.749,South,46,11441,4,2.41,1,0,High
10781,22,147148,34,Master,Employed,91,9,180,167,97,0.51,0.123,South,45,11738,2,5.7,0,0,High
10782,47,68781,25,Bachelor,Employed,191,4,52,516,260,0.94,0.419,North,24,14023,2,8.8,1,0,Low
10783,36,135673,30,High School,Employed,19,7,28,612,41,0.96,0.228,West,35,2769,4,5.49,0,1,Low
10784,54,115453,1,Master,Employed,144,8,155,514,124,0.78,0.361,North,52,13928,2,3.65,0,1,Low
10785,58,116473,18,Bachelor,Employed,113,4,123,602,192,0.69,0.608,East,56,2452,4,7.29,1,1,High
10786,52,122074,33,Doctorate,Employed,169,8,77,358,108,0.8,0.68,North,44,1613,3,1.06,0,0,Low
10787,56,97257,9,Bachelor,Employed,63,9,198,289,204,0.77,0.968,South,36,18397,2,5.84,1,0,High
10788,22,45575,7,Bachelor,Employed,79,3,176,364,63,0.99,0.648,West,29,18868,4,4.44,1,1,High
10789,29,97848,30,High School,Employed,43,4,122,411,279,0.68,0.366,North,53,9426,4,2.31,1,0,High
10790,33,147875,13,Master,Unemployed,52,8,89,127,283,0.8,0.805,West,54,18833,2,9.95,1,0,Low
10791,40,138216,17,Master,Employed,135,8,163,640,148,0.76,0.45,North,28,19806,1,2.37,1,0,Low
10792,46,29616,13,Master,Unemployed,142,1,126,482,246,0.59,0.209,South,59,15666,2,9.89,1,0,High
10793,53,89908,13,High School,Unemployed,156,4,26,237,242,0.94,0.646,South,47,6959,4,3.52,1,0,High
10794,33,58763,38,Master,Employed,122,7,184,720,160,0.6,0.591,South,53,4376,3,2.2,1,0,High
10795,34,58124,37,Bachelor,Employed,123,0,155,52,119,0.8,0.126,South,50,11558,2,7.55,0,1,Low
10796,49,115297,10,Master,Employed,63,3,109,344,245,0.68,0.273,North,57,16273,4,7.27,1,1,High
10797,22,92229,14,Master,Unemployed,151,7,157,471,210,0.92,0.229,East,59,13702,3,8.08,0,1,High
10798,27,27590,5,High School,Unemployed,147,9,43,217,278,0.92,0.491,West,33,7859,3,2.91,1,1,High
10799,29,55870,36,Doctorate,Unemployed,58,1,170,975,240,0.57,0.995,East,30,19520,2,9.16,1,1,Low
10800,25,34534,35,Master,Employed,20,0,54,73,172,0.98,0.78,North,56,19734,3,4.89,1,1,High
10801,26,32921,23,Doctorate,Employed,168,5,87,966,131,0.57,0.379,East,22,14251,2,5.73,1,0,Low
10802,46,26691,5,High School,Employed,147,5,192,369,199,0.73,0.956,South,20,17247,4,6.92,1,1,High
10803,43,67042,28,Master,Unemployed,30,0,104,996,67,0.85,0.578,South,27,4445,1,9.2,1,0,High
10804,49,76209,23,Doctorate,Unemployed,138,2,154,77,172,0.7,0.859,South,44,5654,3,1.72,1,1,High
10805,60,93440,34,Master,Unemployed,55,9,128,741,269,0.78,0.986,East,26,7682,2,6.39,0,1,High
10806,44,134691,31,Master,Employed,116,7,9,942,77,1.0,0.828,South,27,7673,2,3.07,0,1,High
10807,25,78603,7,High School,Employed,83,8,125,648,65,0.63,0.845,South,40,12843,2,9.59,1,0,High
10808,25,69377,7,Doctorate,Employed,29,7,42,441,242,0.88,0.955,North,24,10591,1,1.12,0,0,High
10809,42,64705,4,Bachelor,Employed,30,0,68,634,70,0.83,0.295,West,52,17132,4,7.14,0,0,Low
10810,58,121492,32,Doctorate,Unemployed,174,3,136,726,49,0.97,0.865,North,27,6864,1,1.81,1,0,High
10811,62,43764,28,Master,Employed,151,8,66,875,126,0.55,0.255,South,47,4452,2,1.05,0,0,High
10812,23,98744,4,Bachelor,Employed,195,0,28,767,293,0.63,0.6,East,52,4572,4,3.79,0,0,High
10813,28,40783,39,High School,Employed,66,3,1,869,228,0.88,0.196,South,55,2495,4,8.23,0,1,High
10814,37,33515,8,High School,Unemployed,66,9,81,795,30,0.91,0.401,East,53,19833,2,3.66,0,0,Low
10815,38,27070,14,Master,Unemployed,78,6,123,965,162,0.86,0.232,East,44,9955,2,9.65,0,0,High
10816,41,107850,30,Bachelor,Employed,161,6,13,573,20,0.58,0.85,North,55,15039,1,6.53,1,1,High
10817,44,136050,3,Doctorate,Unemployed,197,6,61,516,213,0.67,0.649,West,36,8669,3,8.91,1,1,Low
10818,55,38771,2,Master,Employed,160,9,54,533,142,0.61,0.278,North,31,10040,1,6.91,1,0,Low
10819,32,121776,10,Bachelor,Unemployed,56,3,28,649,190,0.88,0.87,North,27,18805,1,7.53,0,1,High
10820,55,89206,6,Bachelor,Unemployed,175,7,4,953,137,0.95,0.678,East,59,11753,1,3.65,1,1,Low
10821,54,136148,7,Master,Employed,189,2,119,647,161,0.81,0.169,East,57,4986,3,6.41,0,0,High
10822,47,108364,16,Bachelor,Unemployed,150,8,196,333,299,0.58,0.385,North,43,5625,3,9.93,0,0,High
10823,23,135532,6,Doctorate,Unemployed,17,5,193,281,132,0.93,0.219,South,56,14906,3,4.44,0,0,Low
10824,44,115514,16,Bachelor,Employed,111,6,38,269,240,0.72,0.183,West,34,12903,3,3.31,1,1,High
10825,62,143090,27,Bachelor,Employed,169,8,150,453,260,0.59,0.713,East,31,15899,3,4.25,1,1,Low
10826,43,45936,12,High School,Unemployed,154,3,15,724,116,0.81,0.217,East,43,3252,4,7.48,0,0,Low
10827,55,116618,22,Doctorate,Employed,14,4,149,456,132,0.54,0.233,East,47,7000,3,2.08,1,1,Low
10828,36,42905,15,Doctorate,Unemployed,81,0,156,76,218,0.8,0.802,West,47,19510,3,8.5,0,1,High
10829,31,28098,22,High School,Employed,132,9,196,759,45,0.99,0.93,West,23,11155,2,2.73,1,1,High
10830,36,52020,35,High School,Employed,134,7,139,931,116,0.8,0.337,North,36,16523,1,6.31,1,0,Low
10831,63,82272,15,Master,Employed,187,1,12,623,297,0.93,0.954,North,36,3443,2,2.07,0,1,Low
10832,50,147043,23,Doctorate,Employed,103,4,121,747,269,0.93,0.352,North,33,2679,4,4.07,1,0,Low
10833,44,76339,38,Bachelor,Unemployed,149,4,125,534,38,0.58,0.428,South,38,8684,3,3.14,1,1,High
10834,38,109488,2,Master,Unemployed,181,9,135,849,279,0.84,0.686,East,30,13621,4,6.97,1,0,High
10835,30,35985,2,Bachelor,Employed,77,3,109,276,54,0.77,0.767,East,47,19166,1,6.32,1,1,High
10836,57,33283,19,Doctorate,Employed,196,3,151,223,89,0.52,0.989,West,55,1418,1,3.6,1,0,High
10837,30,144635,5,High School,Unemployed,147,1,36,324,20,0.59,0.793,West,58,12394,1,8.71,1,0,High
10838,37,71323,4,Master,Unemployed,57,2,90,138,247,0.59,0.496,South,57,4393,2,9.7,1,1,High
10839,57,62708,28,High School,Employed,165,9,163,826,298,0.81,0.197,North,58,10074,3,6.12,0,1,High
10840,54,95298,18,Bachelor,Unemployed,14,1,72,177,71,0.58,0.663,North,45,17108,3,1.53,0,0,High
10841,52,125057,31,High School,Employed,53,0,14,695,176,0.65,0.858,West,23,9304,2,7.35,0,1,Low
10842,27,30054,22,Master,Employed,168,3,58,643,195,0.55,0.849,North,49,15180,4,9.95,1,1,High
10843,31,103812,11,Bachelor,Employed,25,8,4,557,18,0.53,0.745,South,25,5893,1,9.34,0,0,High
10844,37,144580,16,Master,Unemployed,132,5,14,214,295,1.0,0.781,East,26,17384,4,2.6,1,1,High
10845,25,96317,4,Doctorate,Unemployed,32,7,99,257,158,0.7,0.217,East,28,12624,1,3.52,0,1,High
10846,43,88304,21,Bachelor,Unemployed,102,1,145,643,136,0.75,0.214,North,25,11789,4,4.21,1,1,High
10847,34,41471,25,Doctorate,Unemployed,120,1,132,606,58,0.52,0.62,North,30,17939,2,4.16,1,0,High
10848,37,108561,20,Master,Unemployed,30,1,85,300,136,0.58,0.156,North,30,14945,4,4.43,0,1,High
10849,50,126266,8,Master,Unemployed,139,7,144,327,280,0.8,0.264,West,26,12728,4,7.17,0,0,High
10850,27,95949,9,Master,Unemployed,32,0,149,126,105,0.7,0.76,North,45,11855,2,2.35,1,0,High
10851,47,97956,18,Doctorate,Unemployed,148,4,84,604,91,0.81,0.122,East,46,7396,4,3.89,0,1,High
10852,32,132046,31,High School,Unemployed,127,3,109,734,160,0.66,0.245,West,31,15396,1,7.04,1,0,Low
10853,45,133942,35,Doctorate,Unemployed,132,0,191,890,281,0.75,0.812,West,47,2270,3,1.48,1,0,High
10854,50,64678,30,Bachelor,Unemployed,139,9,155,616,229,0.96,0.932,North,20,3126,4,6.34,0,1,High
10855,24,79325,18,Doctorate,Employed,91,6,80,247,171,0.81,0.325,West,26,2181,1,6.42,1,0,Low
10856,31,51527,19,High School,Employed,150,0,82,656,95,0.86,0.558,West,59,18998,4,2.57,0,0,High
10857,22,68250,24,High School,Unemployed,54,5,12,83,279,0.96,0.896,South,29,8588,3,9.01,0,1,High
10858,64,144917,22,Master,Unemployed,81,0,44,413,137,0.86,0.826,South,54,11506,2,6.92,0,1,High
10859,47,37029,14,Doctorate,Employed,147,8,33,415,204,0.82,0.869,West,24,18998,2,2.01,1,0,High
10860,33,66583,19,Master,Unemployed,100,2,181,620,100,0.93,0.39,East,39,8797,1,4.83,0,1,Low
10861,35,127061,29,High School,Employed,90,1,32,515,98,0.85,0.363,West,35,11678,1,9.77,0,1,High
10862,46,128100,22,Bachelor,Employed,30,6,110,303,173,0.8,0.751,North,32,14842,1,9.75,1,1,High
10863,29,126596,30,Doctorate,Employed,10,0,143,797,174,0.62,0.568,East,24,8020,2,9.3,0,1,High
10864,64,94368,15,Doctorate,Unemployed,153,6,42,260,235,0.51,0.882,North,24,1396,3,8.39,0,1,High
10865,25,93147,21,Master,Employed,180,8,188,233,10,0.71,0.769,North,55,3119,4,3.48,1,1,High
10866,49,33353,26,High School,Unemployed,143,3,93,104,199,0.91,0.414,West,57,11194,2,8.63,0,1,High
10867,28,84336,36,Doctorate,Unemployed,85,9,130,129,134,0.76,0.843,East,39,1158,3,5.72,1,1,Low
10868,31,68042,12,Master,Employed,121,1,90,261,153,0.54,0.93,North,28,1473,2,8.66,0,0,Low
10869,57,118125,7,Bachelor,Unemployed,20,3,58,255,98,0.72,0.206,East,34,1576,1,8.25,0,1,Low
10870,23,65996,11,Master,Employed,105,8,127,740,95,0.8,0.584,South,54,9312,3,8.42,0,1,Low
10871,47,115957,39,Doctorate,Unemployed,186,7,147,930,251,0.62,0.613,South,24,1768,1,1.38,1,1,High
10872,35,101604,20,Master,Employed,29,4,117,347,289,0.54,0.154,South,28,17069,4,7.68,0,0,High
10873,37,80918,35,Bachelor,Unemployed,30,7,159,757,148,0.78,0.113,North,59,1123,3,6.13,0,1,Low
10874,64,147225,4,Bachelor,Employed,45,6,148,705,128,0.54,0.262,East,27,6598,3,1.97,0,1,High
10875,63,144984,2,Doctorate,Unemployed,47,3,45,201,54,0.51,0.851,South,21,11671,4,6.59,0,0,High
10876,38,93882,20,High School,Unemployed,65,2,196,850,210,0.87,0.676,West,27,11839,1,9.98,0,0,Low
10877,43,61822,20,High School,Unemployed,100,0,119,851,20,0.73,0.262,West,21,6089,3,3.62,0,0,High
10878,25,73760,12,Doctorate,Employed,20,2,121,254,143,0.52,0.646,South,25,8493,4,8.93,1,0,High
10879,40,29200,17,Doctorate,Unemployed,27,7,129,91,195,0.8,0.665,North,20,19587,4,5.19,0,0,Low
10880,23,72259,18,Doctorate,Employed,90,8,198,643,99,0.51,0.521,North,39,8385,4,7.05,1,1,Low
10881,60,33527,24,Master,Unemployed,107,8,105,394,289,0.66,0.573,North,23,1200,4,5.85,0,0,High
10882,30,137549,8,Bachelor,Unemployed,54,4,179,145,298,0.59,0.723,North,38,9857,2,6.28,1,0,Low
10883,40,35535,37,Master,Employed,163,3,0,338,240,0.7,0.911,South,43,4748,3,6.29,1,0,High
10884,37,42944,30,Doctorate,Unemployed,135,5,79,535,42,0.51,0.872,South,38,8785,1,5.83,1,1,High
10885,46,65290,20,Bachelor,Employed,68,6,104,341,96,0.99,0.738,North,44,11211,3,7.17,1,0,High
10886,39,136477,23,Master,Unemployed,143,5,155,286,103,0.57,0.87,East,55,18278,2,7.91,1,1,High
10887,44,94700,37,Doctorate,Unemployed,52,4,111,410,101,0.98,0.665,East,21,18593,3,4.37,0,1,High
10888,42,120558,10,Doctorate,Unemployed,103,1,188,961,227,0.75,0.775,East,46,17057,4,1.64,0,1,High
10889,32,37438,33,High School,Unemployed,189,2,83,727,227,0.53,0.895,West,24,10595,2,3.01,0,0,Low
10890,60,89344,24,Doctorate,Employed,112,8,153,938,58,0.94,0.891,South,46,8720,3,2.61,0,1,High
10891,62,113640,36,Doctorate,Unemployed,199,6,78,691,201,0.71,0.831,North,31,6125,2,4.66,1,0,Low
10892,25,83005,16,Master,Unemployed,26,9,126,179,106,0.57,0.593,South,33,5136,2,7.59,0,1,High
10893,46,145127,28,Doctorate,Unemployed,86,1,93,359,124,0.64,0.271,North,39,16979,2,8.1,0,0,Low
10894,53,95388,12,Master,Employed,126,0,11,574,13,0.65,0.856,North,34,12645,3,6.51,0,1,Low
10895,51,146283,20,Doctorate,Employed,55,0,126,59,70,0.8,0.783,East,55,18217,1,2.45,0,1,Low
10896,47,97249,18,Bachelor,Unemployed,178,0,129,547,74,0.99,0.795,West,33,18822,4,9.11,1,1,Low
10897,57,86083,37,Doctorate,Employed,150,5,90,117,280,0.59,0.213,East,41,7264,4,8.02,1,1,Low
10898,55,93719,26,Bachelor,Employed,143,4,119,462,209,0.61,0.871,North,58,14892,2,7.71,0,0,High
10899,30,56354,7,Master,Employed,170,6,20,549,82,0.98,0.818,North,59,10013,4,6.57,0,0,High
10900,33,149365,21,Doctorate,Employed,141,4,54,831,48,0.61,0.457,West,24,16329,4,3.1,1,0,High
10901,23,98568,32,Bachelor,Unemployed,187,8,143,726,250,0.62,0.531,South,46,2517,4,7.83,1,1,High
10902,59,104811,7,Bachelor,Unemployed,57,0,36,656,157,1.0,0.959,South,49,12157,2,8.1,1,1,High
10903,26,43793,23,Bachelor,Employed,108,8,172,989,55,0.83,0.139,North,54,19989,2,2.15,0,0,High
10904,26,62066,20,Doctorate,Unemployed,36,3,85,973,19,0.65,0.219,North,39,14292,2,4.16,1,1,High
10905,43,109454,20,High School,Unemployed,15,9,38,664,110,0.62,0.835,East,27,12891,2,2.57,1,0,Low
10906,26,96135,32,Master,Employed,67,6,168,398,209,0.74,0.651,South,51,18015,4,1.05,0,0,High
10907,25,57771,26,Master,Employed,10,1,21,635,160,0.66,0.149,West,45,14858,1,2.01,0,0,High
10908,30,38440,36,High School,Employed,37,2,48,844,191,0.5,0.729,West,35,6176,3,1.62,0,1,High
10909,50,36289,24,Master,Employed,38,3,144,240,239,0.53,0.449,West,29,2009,2,3.98,0,0,Low
10910,43,134344,1,High School,Unemployed,105,4,153,50,94,0.77,0.512,North,21,18968,3,3.87,1,1,High
10911,48,136568,28,Master,Employed,165,1,100,678,215,0.63,0.303,North,30,9371,1,4.75,1,1,High
10912,31,74178,26,High School,Unemployed,100,6,37,280,197,0.97,0.258,South,42,7482,1,5.75,0,1,High
10913,37,95697,34,High School,Unemployed,77,5,165,564,110,0.85,0.485,North,39,11538,4,1.43,0,1,Low
10914,63,91500,26,Doctorate,Unemployed,50,8,40,61,289,0.99,0.626,South,55,17239,2,5.93,1,0,High
10915,63,106478,36,Doctorate,Employed,115,6,124,751,160,0.9,0.294,West,43,9408,1,7.82,1,1,Low
10916,31,145895,5,High School,Unemployed,125,9,105,75,295,0.66,0.509,East,53,13699,4,6.78,1,0,High
10917,27,142784,2,Master,Unemployed,192,9,66,653,17,0.87,0.628,South,38,6247,1,1.45,0,1,Low
10918,26,74223,32,Bachelor,Unemployed,169,1,115,814,18,0.73,0.535,West,41,18476,2,7.03,1,0,High
10919,27,63369,34,High School,Unemployed,132,2,72,452,77,0.76,0.521,West,28,11913,1,3.05,0,1,High
10920,46,39184,30,Bachelor,Unemployed,159,2,64,553,198,0.76,0.36,South,45,16093,3,2.83,1,0,High
10921,25,93483,24,Doctorate,Unemployed,130,7,183,997,249,0.84,0.201,South,38,12645,2,1.76,0,1,Low
10922,61,133811,28,High School,Unemployed,66,7,146,659,263,0.68,0.955,North,40,18846,1,7.68,0,0,Low
10923,53,135393,3,Doctorate,Unemployed,31,2,13,711,8,0.89,0.913,West,59,5273,3,7.67,0,0,High
10924,56,96774,10,Doctorate,Employed,75,7,113,982,203,0.59,0.937,East,31,1981,1,4.94,0,0,High
10925,31,144178,6,High School,Employed,178,4,65,848,275,0.68,0.592,North,37,18993,1,1.94,1,0,High
10926,55,38156,34,Bachelor,Unemployed,52,3,198,846,184,0.84,0.335,South,58,9514,3,3.89,0,1,Low
10927,57,27411,31,High School,Employed,43,3,165,333,116,0.92,0.397,North,28,12070,1,1.72,0,1,Low
10928,27,40674,13,Master,Unemployed,123,3,42,598,80,0.93,0.641,East,57,3056,3,9.3,1,1,Low
10929,64,33308,39,Bachelor,Unemployed,11,0,120,614,21,0.67,0.743,East,54,12974,3,9.41,0,1,Low
10930,37,133707,20,Bachelor,Unemployed,68,6,137,493,277,0.71,0.68,South,56,14402,3,8.26,1,0,Low
10931,40,93460,32,Master,Unemployed,45,9,88,756,266,0.63,0.259,North,31,4572,2,2.16,1,1,Low
10932,55,126141,10,Master,Unemployed,17,9,124,297,183,0.81,0.901,North,20,15632,4,2.45,1,1,High
10933,46,25576,26,High School,Unemployed,170,3,21,392,52,0.69,0.653,East,39,10206,4,7.23,1,1,Low
10934,52,39641,19,Doctorate,Unemployed,42,1,74,778,16,0.96,0.878,South,36,12890,3,5.06,1,1,Low
10935,62,99499,29,Master,Unemployed,27,0,63,811,56,0.68,0.656,East,59,16931,4,2.6,0,0,High
10936,38,114827,13,Master,Unemployed,73,2,103,543,166,0.84,0.464,South,23,2221,4,3.29,0,0,High
10937,51,131695,34,Bachelor,Employed,70,0,44,519,69,0.83,0.177,West,21,5318,4,5.86,0,1,Low
10938,60,123264,20,High School,Employed,92,4,17,982,247,0.75,0.373,South,40,16706,4,4.29,0,1,Low
10939,52,75907,18,Bachelor,Employed,19,5,68,598,74,0.51,0.272,West,21,14142,3,5.67,1,0,High
10940,40,66139,34,Doctorate,Employed,187,5,10,224,275,0.65,0.966,South,29,18402,1,8.53,1,1,Low
10941,56,109325,8,Master,Employed,115,5,154,702,294,0.85,0.46,West,30,16544,3,1.0,0,1,High
10942,50,64651,16,Bachelor,Employed,31,6,116,988,12,0.71,0.914,South,35,16402,3,1.56,1,1,High
